RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
Good,73,151,57,20,100,7,8,22,4,25,-7,0,46,78,5,3,1,73
Good,81,270,94,22,100,7,8,23,3,39,-7,1,6,29,4,2,0,78
Good,82,200,64,20,100,7,8,20,1,5,-7,2,10,32,5,-8,0,50
Good,73,44,18,20,100,7,8,20,10,35,-7,0,23,95,5,3,0,67
Good,69,194,79,15,71,6,6,17,2,29,-7,6,1,22,3,3,1,60
Good,81,119,54,15,100,7,8,16,1,20,-7,0,26,32,4,1,0,56
Good,82,476,113,25,100,7,8,25,3,8,-7,3,0,98,4,1,1,29
Good,84,183,117,53,100,7,8,58,2,53,-7,0,9,13,6,2,1,73
Bad,85,198,84,19,100,6,7,19,2,32,-7,0,9,40,6,2,0,62
Bad,75,235,85,15,94,6,6,16,1,38,-7,1,40,96,1,2,1,50
Bad,74,565,148,24,96,6,6,24,2,13,-7,0,34,90,6,1,1,58
Bad,80,271,62,12,92,4,6,12,1,33,-7,0,29,50,1,2,0,60
Bad,40,177,64,4,29,0,2,17,3,53,-7,8,106,97,1,2,1,100
Bad,56,119,58,21,86,0,6,21,1,14,-7,0,47,32,5,-8,3,67
Bad,68,178,67,36,78,4,5,41,3,54,-7,0,17,65,4,5,0,64
Bad,72,206,90,46,96,6,5,47,2,26,-7,2,45,58,2,4,1,50
Bad,54,119,115,1,50,1,3,2,0,0,-7,1,62,32,20,-8,2,90
Bad,70,178,114,16,88,6,6,16,2,31,-7,0,43,16,7,3,3,92
Bad,59,85,47,27,100,7,8,28,3,33,-7,6,97,87,3,2,3,100
Bad,82,187,68,17,100,7,8,18,2,39,-7,0,19,96,2,2,0,67
Bad,64,154,64,19,95,0,2,20,2,20,-7,1,60,33,8,2,2,73
Good,86,189,76,19,100,7,8,24,3,58,-7,0,5,100,4,3,0,78
Bad,71,293,74,22,91,4,2,23,2,13,-7,1,18,94,6,2,0,47
Good,88,197,87,28,100,7,8,30,3,23,-7,4,0,32,3,1,0,36
Bad,67,81,44,19,89,4,6,20,2,21,-7,0,36,32,7,1,1,89
Good,71,107,62,9,90,6,2,10,0,40,-7,1,57,36,3,2,1,100
Good,86,206,100,18,100,7,8,24,0,38,-7,2,0,32,0,1,0,50
Bad,69,183,88,24,88,4,6,24,0,33,-7,4,3,79,2,2,0,57
Bad,68,142,66,37,90,6,3,40,3,23,-7,2,24,37,4,4,0,53
Bad,82,221,77,40,98,6,6,40,1,15,-7,0,4,32,2,-8,0,15
Bad,70,125,77,13,72,6,4,18,2,44,-7,4,9,77,4,2,0,100
Bad,61,51,25,16,88,5,6,17,2,18,-7,1,43,49,6,2,1,69
Bad,57,10,7,6,100,7,8,6,6,50,-7,0,97,93,3,2,1,100
Bad,70,198,93,7,63,6,5,8,0,50,-7,0,28,42,1,3,1,67
Bad,68,247,134,36,100,7,8,37,1,16,-7,1,79,32,19,2,12,78
Bad,67,260,73,15,81,4,6,16,2,44,-7,1,44,32,4,1,0,100
Bad,73,192,93,20,95,6,6,20,0,50,-7,1,33,75,1,5,0,60
Bad,59,261,158,16,79,4,6,19,1,21,-7,0,76,86,10,2,4,100
Bad,64,157,38,6,88,6,2,8,2,50,-7,1,34,95,3,2,0,83
Good,78,141,64,20,100,7,8,20,1,35,-7,0,48,98,1,4,2,75
Bad,83,97,40,10,100,7,8,11,3,36,-7,1,5,95,3,2,0,63
Bad,90,131,90,14,100,7,8,15,0,50,-7,0,2,32,1,1,0,50
Bad,56,180,74,29,87,1,3,32,4,30,-7,1,30,80,5,4,1,69
Bad,64,165,71,15,83,4,3,20,2,33,-7,3,57,32,4,1,2,45
Good,80,226,122,10,70,4,6,11,0,0,-7,0,1,32,1,-8,0,33
Good,77,161,68,24,96,6,6,25,1,12,-7,0,5,32,3,1,0,57
Good,74,195,75,34,100,7,8,34,2,29,-7,0,20,30,6,4,2,67
Good,59,84,33,18,100,6,8,19,4,53,-7,3,84,83,6,4,4,92
Bad,67,112,74,4,80,6,5,5,1,100,-7,5,62,32,20,1,2,100
Good,62,255,152,14,50,4,6,16,0,19,-7,3,84,32,11,1,7,100
Bad,86,206,89,15,100,7,8,17,0,47,-7,0,5,32,2,1,0,50
Good,68,152,71,44,96,6,2,48,0,21,-7,0,14,16,5,2,0,64
Bad,72,89,44,21,83,6,2,24,2,30,-7,2,8,86,2,3,0,100
Bad,66,173,75,30,97,4,6,32,1,38,-7,1,43,100,6,1,1,70
Bad,49,200,71,45,98,4,6,48,3,22,-7,1,86,471,19,2,9,81
Bad,70,226,74,22,91,6,6,22,1,32,-7,0,61,94,5,2,2,64
Bad,76,130,72,13,93,4,6,14,1,43,-7,0,21,32,2,1,0,60
Bad,62,102,69,6,75,6,2,8,1,50,-7,1,65,32,4,-8,1,100
Good,70,139,76,23,100,6,8,23,0,39,-7,0,39,53,4,2,1,100
Bad,74,108,49,19,100,7,8,19,1,32,-7,0,59,64,4,2,1,67
Good,78,130,64,22,100,7,8,22,1,18,-7,5,10,32,3,-8,1,43
Good,86,153,70,13,100,7,8,14,1,29,-7,1,18,60,2,2,0,50
Bad,51,129,72,8,54,1,3,13,0,38,-7,1,95,80,3,2,2,100
Good,90,194,86,11,100,7,8,11,0,27,-7,1,5,32,3,1,0,57
Good,85,167,58,11,100,7,8,12,2,42,-7,2,15,32,2,1,0,75
Bad,71,209,88,35,91,6,6,35,3,34,-7,0,38,61,6,7,0,87
Bad,70,172,73,12,75,6,6,12,1,33,-7,0,55,32,4,1,1,83
Bad,74,344,86,13,93,6,2,14,1,57,-7,1,0,31,1,3,0,67
Bad,68,183,18,7,100,7,8,8,4,38,-7,9,37,32,2,1,0,67
Bad,73,46,21,7,100,7,8,8,2,50,-7,1,17,77,2,2,0,83
Good,78,311,134,17,89,6,2,20,1,11,-7,1,1,32,3,-8,0,56
Good,71,151,76,44,98,2,4,45,2,16,-7,0,19,70,9,3,1,55
Bad,66,172,90,44,100,7,8,48,1,38,-7,2,65,85,12,2,8,82
Bad,58,195,57,26,100,7,8,27,4,33,-7,4,72,100,9,2,3,92
Bad,64,212,61,33,87,4,5,39,7,49,-7,10,0,100,1,5,0,50
Good,73,243,122,20,95,4,6,21,0,5,-7,3,1,32,4,-8,0,44
Bad,67,228,126,10,82,6,6,12,0,18,-7,3,37,32,6,1,1,88
Bad,62,193,92,18,83,4,6,18,0,22,-7,0,76,32,11,1,7,92
Bad,89,182,100,8,100,7,8,8,0,38,-7,2,4,32,2,1,0,60
Bad,61,104,50,37,86,6,6,37,2,38,-7,4,52,94,6,5,3,65
Good,82,258,118,22,91,6,5,23,2,43,-7,0,39,66,2,2,0,57
Bad,58,122,52,12,85,0,5,13,2,46,-7,1,72,73,5,4,2,100
Good,72,177,62,33,94,6,6,33,1,12,-7,1,10,32,5,1,0,46
Bad,67,215,75,34,100,7,8,34,0,50,-7,0,90,75,9,2,6,85
Bad,61,56,31,21,100,7,8,21,2,29,-7,0,71,83,5,5,3,77
Bad,56,72,28,6,88,6,2,8,3,25,-7,2,86,3,5,1,3,100
Bad,58,258,81,16,89,4,6,18,3,33,-7,3,81,95,8,3,4,92
Good,77,175,90,9,100,7,8,9,0,22,-7,2,65,32,4,1,1,83
Bad,64,179,85,26,100,7,8,28,4,32,-7,1,85,38,10,2,6,86
Bad,87,115,59,9,100,7,8,9,2,78,-7,1,0,32,0,2,0,50
Bad,71,100,44,11,77,4,6,13,3,54,-7,2,2,50,1,2,2,60
Good,75,290,107,10,82,6,3,11,0,36,-7,2,32,57,2,3,2,83
Bad,65,142,45,16,94,4,6,16,4,25,-7,3,19,59,4,3,1,70
Bad,68,181,98,2,67,6,3,3,1,100,-7,0,62,32,20,1,2,100
Bad,88,324,126,17,100,7,8,17,0,6,-7,0,4,32,5,1,1,75
Bad,74,150,88,21,88,4,2,24,1,25,-7,1,1,32,3,-8,0,43
Good,85,355,122,38,97,6,6,38,1,26,-7,0,1,32,7,1,0,44
Bad,77,221,64,31,94,6,6,36,4,51,-7,1,9,88,3,6,0,45
Bad,58,381,77,23,76,0,2,25,2,28,-7,0,29,82,5,4,0,69
Bad,87,128,59,13,100,7,8,13,1,31,-7,0,3,6,3,2,0,63
Good,72,225,68,28,96,6,6,28,4,18,-7,0,25,100,5,2,1,50
Bad,74,104,49,13,100,7,8,13,1,31,-7,0,60,81,5,3,1,100
Bad,61,83,43,40,100,7,8,47,2,32,-7,0,50,85,10,5,5,52
Good,76,183,89,28,100,7,8,30,3,37,-7,3,17,97,6,2,2,62
Bad,63,153,52,6,71,6,3,7,1,14,-7,1,54,76,5,1,1,86
Bad,77,187,63,35,100,7,8,36,1,19,-7,0,13,32,6,1,1,35
Bad,85,200,57,19,100,7,8,19,1,16,-7,0,7,65,4,2,0,50
Good,87,193,83,36,100,7,8,40,1,23,0,2,1,32,5,1,0,38
Bad,73,90,37,24,96,4,6,25,2,40,1,1,9,69,8,4,0,80
Bad,62,93,40,12,85,0,2,13,1,54,8,0,30,90,2,2,1,57
Good,63,128,56,13,71,6,2,15,1,29,11,0,0,32,0,2,2,33
Bad,62,206,54,34,100,6,8,36,5,47,0,1,31,81,3,4,1,54
Bad,78,410,93,40,98,6,6,41,3,27,11,0,2,51,11,3,0,54
Good,81,188,75,47,100,7,8,48,2,17,1,1,2,32,4,1,0,36
Good,60,160,48,16,81,4,6,16,4,31,4,2,65,74,2,3,1,63
Bad,63,232,78,34,97,4,6,36,2,14,20,0,75,83,9,2,5,65
Good,59,126,58,18,85,2,4,24,0,30,0,10,95,42,5,3,2,80
Bad,80,263,116,25,100,7,8,25,0,64,21,0,48,32,3,2,0,71
Bad,78,173,93,25,92,4,6,26,0,35,16,0,4,34,4,2,0,44
Good,85,214,79,28,97,6,6,33,1,33,14,0,7,32,3,2,0,50
Bad,60,130,48,11,92,0,6,12,1,25,0,2,74,83,4,1,1,100
Bad,78,213,119,20,100,7,8,20,0,30,10,0,45,58,3,2,1,55
Bad,67,246,58,17,95,6,3,19,7,37,1,2,60,95,5,3,1,73
Good,89,150,69,12,100,7,8,12,0,33,23,0,2,55,1,2,0,43
Bad,56,89,38,26,93,3,5,27,2,26,11,0,49,60,9,4,1,94
Bad,59,147,52,5,86,0,2,7,1,71,12,0,78,100,2,2,1,100
Good,60,132,67,14,59,4,4,17,2,18,7,0,41,94,1,2,1,50
Bad,56,151,78,38,90,4,3,42,0,67,1,3,86,59,5,3,1,100
Bad,66,84,54,2,25,6,5,4,0,25,0,3,97,32,1,1,1,100
Bad,55,152,43,31,97,6,6,43,3,32,1,12,92,32,7,1,7,82
Good,82,127,69,27,100,7,8,28,3,18,0,3,25,99,6,3,1,50
Bad,55,253,74,31,97,0,6,31,1,42,0,2,11,92,4,6,0,80
Bad,68,230,94,23,88,6,6,24,3,54,2,1,40,64,4,6,1,79
Bad,88,313,116,5,100,7,8,5,0,0,10,0,13,32,3,-8,0,75
Bad,67,194,80,17,94,4,6,17,1,41,3,1,30,49,1,4,1,71
Bad,68,21,13,7,100,7,8,7,2,86,2,2,19,90,1,5,2,100
Bad,65,148,65,16,100,7,8,17,1,29,4,1,79,69,7,5,6,92
Bad,61,84,31,9,89,6,6,9,0,33,5,0,81,32,5,1,3,100
Bad,91,392,150,17,100,7,8,17,0,6,23,0,7,32,3,1,0,44
Bad,70,74,47,16,100,7,8,16,1,50,1,4,44,73,4,2,2,67
Bad,58,165,79,27,96,6,6,27,1,37,4,1,85,78,9,5,5,100
Good,91,181,60,8,100,7,8,9,0,38,0,1,0,32,2,1,0,60
Bad,64,175,115,13,56,6,5,16,0,19,19,0,85,74,9,1,6,91
Bad,89,166,96,19,100,7,8,19,1,32,9,0,10,66,4,2,1,75
Bad,67,164,77,46,98,4,6,50,1,18,8,0,24,68,12,2,1,54
Bad,81,280,84,21,100,7,8,23,1,33,16,0,16,75,2,2,0,50
Good,67,117,61,26,93,6,6,27,3,15,3,1,86,32,5,1,3,67
Bad,65,148,64,42,82,4,5,45,4,60,1,4,13,65,3,8,2,75
Bad,79,289,81,19,100,7,8,20,1,32,5,0,67,55,2,1,1,50
Bad,48,155,79,32,82,0,2,40,0,29,0,2,88,86,7,10,3,77
Good,80,344,92,35,94,6,6,38,3,26,10,0,17,86,5,2,0,39
Bad,70,117,50,18,89,6,6,18,4,50,7,0,42,83,2,3,0,63
Bad,77,61,33,14,100,7,8,15,1,7,21,0,27,32,4,1,0,56
Bad,71,161,70,12,100,6,8,12,2,33,2,5,12,32,2,-8,0,50
Good,66,233,69,28,93,6,6,29,2,48,9,0,58,64,7,3,2,71
Bad,80,150,64,18,95,6,6,19,2,68,9,0,8,91,1,2,0,50
Good,70,418,102,19,100,7,8,19,5,21,0,1,44,32,7,2,3,77
Bad,61,281,107,22,79,4,5,24,4,42,6,0,86,91,3,3,2,78
Good,84,312,111,19,100,7,8,20,0,32,12,1,49,10,3,2,0,60
Good,80,175,99,15,100,7,8,15,0,33,1,1,1,24,3,2,0,100
Good,77,198,63,20,100,7,8,20,2,45,14,0,35,74,5,4,1,91
Good,81,147,90,9,90,6,5,10,1,10,1,2,0,32,2,-8,0,29
Good,71,193,105,9,78,4,6,9,0,44,23,0,39,12,2,2,0,67
Bad,56,127,58,30,90,4,6,30,1,80,0,2,74,59,3,7,1,100
Bad,55,254,69,23,92,4,6,24,1,58,21,0,97,66,5,3,4,89
Good,74,150,43,22,96,6,6,23,2,52,14,1,23,99,3,3,2,67
Good,86,158,71,29,100,7,8,31,6,52,3,1,3,93,1,2,0,43
Bad,50,118,75,3,43,6,2,7,0,29,0,5,154,69,1,1,1,100
Bad,62,193,69,16,94,6,6,17,3,24,7,0,92,32,6,1,2,100
Bad,67,124,53,18,89,4,6,20,1,47,2,3,30,58,5,2,1,100
Bad,88,225,74,34,100,7,8,35,2,46,3,1,6,91,4,4,0,73
Bad,54,203,78,47,90,0,2,49,2,76,0,3,56,90,5,14,0,86
Bad,59,84,47,10,69,4,5,13,1,46,10,0,69,75,4,2,2,86
Good,63,154,75,26,88,4,6,26,3,27,2,1,69,32,5,1,2,75
Good,71,350,122,24,88,4,5,25,0,28,8,0,13,53,3,3,0,58
Bad,66,213,88,12,60,4,6,15,0,20,17,1,51,73,3,1,0,80
Bad,59,166,72,16,68,4,2,19,0,42,11,0,42,73,4,3,2,78
Bad,77,189,81,19,95,6,6,19,0,11,2,1,36,32,3,1,1,40
Bad,71,83,33,23,96,6,6,26,5,23,0,11,23,92,4,3,0,47
Bad,72,252,47,14,94,6,6,16,6,31,0,2,49,71,3,3,0,78
Bad,68,151,82,22,79,6,5,24,1,25,10,0,53,32,7,2,1,64
Bad,90,165,111,4,100,7,8,5,1,40,1,3,0,32,0,-8,0,0
Bad,73,80,42,14,100,7,8,15,2,27,23,0,61,73,4,3,0,88
Bad,80,315,114,12,83,6,6,13,0,50,14,0,18,70,3,2,0,83
Bad,77,237,71,24,97,6,6,30,4,55,1,1,43,74,3,2,0,63
Good,82,139,59,17,100,7,8,17,1,35,23,0,0,32,1,1,2,50
Good,85,166,81,22,100,7,8,22,1,36,23,0,0,55,0,2,0,29
Good,77,126,53,31,100,7,8,33,3,24,11,0,2,59,3,2,0,56
Bad,59,255,111,11,75,4,5,12,0,50,6,0,91,83,5,1,2,100
Bad,55,212,56,27,93,0,3,29,2,17,1,4,73,90,8,3,2,100
Good,67,143,49,11,83,4,6,12,2,25,0,5,53,76,2,1,1,43
Bad,77,166,86,19,100,7,8,20,3,20,2,2,44,32,5,2,0,70
Bad,62,22,12,7,100,7,8,9,5,22,9,0,59,88,5,2,0,100
Bad,88,130,183,15,100,7,8,15,1,7,23,0,12,32,2,-8,0,67
Bad,79,222,102,2,75,6,5,4,0,75,23,0,0,32,0,1,2,50
Good,64,282,81,32,76,3,5,33,0,33,23,0,17,56,9,4,0,65
Bad,59,81,41,27,100,0,8,27,2,44,1,4,49,73,6,4,2,71
Bad,87,204,78,45,100,7,8,46,2,59,14,0,1,95,3,2,0,50
Good,84,169,79,19,100,7,8,19,1,58,3,1,2,57,3,3,1,100
Good,85,186,83,22,100,7,8,22,2,18,21,0,9,79,2,2,0,36
Good,85,175,79,21,100,7,8,21,1,10,1,2,8,32,1,1,0,25
Good,75,144,56,26,100,7,8,27,2,42,1,1,32,62,3,4,1,67
Bad,56,144,55,34,100,7,8,36,2,53,5,0,92,84,9,3,5,92
Bad,69,101,44,17,100,7,8,18,1,24,7,0,48,53,4,3,2,78
Good,73,44,32,10,100,7,8,10,1,30,8,0,55,32,3,1,0,67
Good,64,145,81,28,97,4,6,30,0,61,10,0,60,75,2,4,1,75
Bad,74,195,103,22,96,6,4,23,2,22,23,1,43,32,5,-8,2,75
Bad,84,218,92,39,100,7,8,42,5,19,0,3,8,32,5,1,0,60
Good,72,230,113,17,100,7,8,17,0,41,10,0,75,32,7,1,2,89
Bad,80,115,44,11,100,7,8,12,2,55,6,0,27,55,1,2,0,50
Bad,82,215,101,18,100,7,8,19,0,21,23,0,42,32,3,1,1,67
Good,80,277,93,34,97,6,5,35,1,40,7,0,7,80,4,3,1,58
Good,88,237,119,10,100,7,8,10,0,10,23,0,1,32,4,1,0,56
Good,75,129,57,23,100,7,8,24,1,38,12,1,32,71,4,4,0,67
Bad,69,154,63,23,96,6,5,27,5,33,3,1,61,32,3,1,1,67
Good,78,263,102,19,95,6,6,19,0,42,14,0,17,29,6,3,0,82
Good,58,135,71,17,83,4,2,18,0,33,15,0,45,32,2,1,0,75
Good,71,211,74,28,93,4,6,30,4,20,3,2,12,82,7,2,0,60
Bad,91,174,101,16,100,7,8,16,0,56,23,0,1,32,1,1,0,40
Bad,63,135,78,6,54,6,2,13,2,31,1,2,31,32,1,1,0,67
Good,77,178,87,19,95,6,6,19,2,16,0,3,35,58,4,2,2,54
Good,70,219,95,16,94,6,2,17,0,41,23,0,60,33,2,2,1,80
Good,58,280,97,33,88,4,6,34,5,21,0,1,47,75,7,4,2,79
Good,89,396,129,15,100,7,8,15,0,13,23,0,3,32,2,1,0,33
Bad,57,200,57,8,62,0,2,13,3,46,4,2,54,52,4,3,1,88
Good,87,169,89,15,100,7,8,15,1,20,5,0,4,86,4,2,0,50
Bad,77,56,20,10,100,7,8,11,4,36,8,0,5,77,3,3,0,67
Bad,64,86,54,7,78,5,2,9,1,11,7,0,48,94,2,1,2,50
Bad,80,164,104,20,100,7,8,21,0,5,6,0,55,32,4,1,0,50
Good,68,172,79,24,96,4,6,24,1,29,7,0,23,97,5,2,1,53
Bad,59,220,132,10,59,4,2,17,0,41,22,0,0,32,0,1,2,33
Bad,61,255,93,34,100,6,8,34,2,53,1,7,68,73,7,4,4,79
Bad,50,214,77,22,83,4,6,24,3,46,0,2,82,69,12,6,6,100
Bad,55,102,53,43,96,6,6,56,5,36,1,6,61,90,12,5,3,74
Bad,76,214,137,35,97,6,6,36,3,25,0,1,20,32,6,3,1,71
Bad,61,83,40,22,96,4,6,23,4,26,3,1,50,32,7,2,1,69
Bad,84,210,68,16,100,7,8,16,3,56,6,0,2,32,2,5,0,73
Good,80,145,80,25,92,6,6,26,3,50,3,1,2,85,2,3,2,56
Good,80,259,82,29,100,7,8,32,2,59,2,1,26,72,3,4,0,50
Good,69,211,79,29,97,4,6,30,1,50,1,4,33,65,5,3,1,80
Good,79,247,75,47,100,7,8,50,3,14,0,2,41,60,6,2,1,100
Good,78,198,112,10,60,6,6,11,1,20,23,1,63,32,3,-8,0,80
Good,88,425,152,15,100,7,8,16,0,31,18,0,14,81,2,2,0,80
Bad,78,125,63,19,100,7,8,20,1,55,23,0,39,66,4,4,1,100
Good,59,82,25,30,97,6,5,32,9,31,1,1,50,71,13,6,2,83
Good,83,183,73,17,100,7,8,17,0,35,14,0,20,32,3,1,0,44
Good,80,216,56,22,100,7,8,23,2,9,1,4,13,32,1,1,0,29
Bad,64,283,111,13,82,6,2,17,1,59,0,5,60,50,2,1,1,60
Bad,70,294,98,29,91,4,6,32,1,53,0,2,30,32,4,2,1,86
Bad,72,397,116,59,100,7,8,60,1,3,4,1,10,72,17,1,3,56
Good,76,214,59,24,96,6,5,26,2,24,10,0,0,70,1,3,0,40
Good,66,208,92,24,80,4,6,25,0,40,23,0,31,53,4,3,1,67
Bad,63,11,8,2,100,7,8,2,2,0,0,7,75,32,2,-8,1,100
Good,63,213,86,24,96,6,6,24,2,29,0,1,75,79,7,2,5,60
Bad,69,190,128,25,88,5,6,25,0,16,8,0,87,30,9,1,5,100
Bad,77,223,61,22,100,7,8,22,4,5,2,3,44,97,5,1,2,46
Bad,60,94,60,2,11,4,2,9,0,22,23,0,19,62,1,1,2,67
Bad,72,178,79,14,100,7,8,16,0,63,10,0,50,3,5,2,1,100
Bad,61,21,9,9,100,7,8,9,6,78,0,3,73,68,1,3,1,80
Good,77,198,71,47,100,6,7,47,2,36,0,3,18,75,5,3,0,50
Good,69,207,79,21,100,6,8,22,3,73,1,1,30,69,1,3,1,57
Bad,79,157,75,27,100,6,7,29,1,66,1,2,24,70,4,4,0,67
Good,62,189,80,8,36,6,3,11,0,27,0,2,57,32,3,1,0,80
Bad,64,172,93,13,69,6,5,16,2,50,3,1,48,90,4,2,1,86
Good,81,197,65,31,100,7,8,31,3,29,9,0,2,32,1,2,0,27
Good,81,181,62,24,100,7,8,25,3,25,22,0,17,2,3,2,0,56
Good,84,347,74,19,95,6,6,19,1,32,0,1,4,81,5,2,0,64
Bad,84,304,92,27,100,7,8,30,2,40,2,2,22,50,3,3,0,86
Bad,84,116,68,22,100,7,8,22,1,55,19,0,17,32,2,6,0,89
Good,78,207,77,9,100,7,8,9,0,44,6,0,21,32,2,1,1,75
Bad,72,173,59,74,99,0,2,77,9,25,0,10,22,97,7,4,4,62
Bad,61,95,49,21,95,4,6,22,4,27,1,4,36,85,5,3,1,57
Bad,87,230,84,23,100,7,8,23,2,61,0,1,1,64,3,4,1,78
Bad,69,206,61,38,95,6,6,39,3,64,5,0,92,48,5,3,3,89
Bad,64,105,40,21,100,7,8,21,8,43,0,12,82,116,1,8,1,83
Bad,72,290,64,19,100,7,8,19,3,26,7,0,25,32,5,1,0,50
Good,78,218,80,48,100,7,8,48,1,56,1,1,11,92,3,2,0,56
Bad,70,94,28,26,100,7,8,30,10,28,1,3,22,74,2,5,1,67
Bad,68,178,85,21,100,7,8,22,3,43,2,7,66,3,3,3,1,100
Bad,69,146,47,16,84,6,5,19,3,58,3,1,1,52,2,4,1,60
Good,89,342,110,8,100,7,8,8,0,63,23,0,0,32,0,-8,2,0
Bad,57,173,48,25,96,2,4,26,4,23,0,2,4,36,5,4,0,60
Bad,80,263,79,30,100,7,8,30,2,43,1,3,9,90,3,2,1,38
Bad,72,103,55,3,80,6,4,5,2,60,0,3,56,32,1,-8,0,50
Good,82,224,70,37,97,6,6,38,1,50,17,0,23,83,1,5,0,50
Good,85,392,105,15,94,6,5,16,0,56,23,0,3,9,1,2,0,50
Bad,73,163,85,27,97,6,6,29,0,41,23,0,34,39,4,2,2,60
Good,78,110,42,17,94,6,6,17,6,18,1,1,4,32,4,1,0,55
Good,66,150,69,32,100,7,8,34,2,34,5,0,74,32,8,1,4,100
Good,87,230,96,27,100,7,8,28,3,11,15,0,2,32,3,1,0,24
Good,75,194,89,12,100,7,8,12,0,17,3,2,87,61,1,2,1,100
Bad,63,293,91,30,90,6,5,33,3,16,4,2,70,32,11,2,5,72
Bad,85,262,101,23,100,7,8,23,0,48,2,1,19,32,3,1,0,100
Good,74,192,63,14,100,7,8,14,3,29,23,0,35,16,5,3,2,73
Good,86,66,48,10,100,7,8,10,2,20,4,1,9,80,3,1,0,80
Good,54,175,58,42,90,4,6,42,3,24,1,2,41,32,7,2,5,60
Good,89,223,92,22,100,7,8,23,0,30,23,0,12,32,2,2,0,67
Bad,72,180,70,23,88,6,5,25,0,21,10,0,15,32,3,1,0,40
Bad,83,149,80,13,100,7,8,13,0,46,8,0,26,82,3,1,0,80
Bad,70,73,33,8,100,7,8,9,2,0,0,2,67,32,5,-8,2,83
Bad,79,382,63,63,100,7,8,64,3,8,6,0,10,10,2,2,1,15
Good,73,293,140,14,100,7,8,15,1,40,1,2,47,42,4,2,1,75
Good,76,100,44,9,100,7,8,9,0,22,11,0,54,65,1,2,1,63
Good,79,148,93,13,92,6,6,13,0,77,0,2,0,32,0,1,0,50
Bad,78,342,134,10,80,6,6,10,1,30,0,1,39,32,3,1,0,80
Good,58,142,56,31,94,4,6,32,1,50,1,2,76,49,3,2,2,63
Bad,73,168,75,25,100,7,8,25,2,52,23,0,91,66,3,3,1,75
Bad,86,357,88,20,100,7,8,20,3,30,6,0,2,32,2,1,0,25
Good,68,137,85,24,88,4,6,24,2,38,3,1,15,68,7,3,0,85
Good,71,179,59,25,96,6,6,28,7,29,2,2,39,85,4,4,1,73
Good,69,261,100,22,95,4,6,22,1,32,23,0,57,32,7,1,2,89
Good,80,264,81,18,100,7,8,18,2,39,10,0,22,89,2,2,0,57
Bad,71,152,68,36,100,7,8,38,4,44,4,2,57,88,6,3,1,82
Good,64,106,52,7,73,6,3,11,1,36,1,4,90,99,1,2,1,75
Bad,89,151,58,5,100,7,8,6,3,17,1,2,14,97,1,1,0,50
Good,70,259,47,21,100,7,8,21,5,19,2,2,55,32,1,3,1,80
Bad,76,192,67,36,100,7,8,37,4,35,5,2,5,32,4,2,1,60
Bad,75,129,48,22,100,7,8,23,5,61,9,0,46,95,2,6,0,80
Bad,62,340,86,21,91,3,5,23,3,17,0,2,50,64,6,2,3,67
Bad,72,103,58,16,89,6,5,19,1,6,1,1,14,32,2,-8,1,18
Bad,86,321,104,10,100,7,8,11,1,45,23,0,2,32,4,1,2,83
Bad,62,178,67,28,80,4,6,30,3,30,1,2,21,79,2,4,1,46
Good,82,215,112,11,92,6,5,13,1,54,6,0,29,35,1,2,0,60
Good,82,191,77,31,90,6,6,31,1,16,0,1,7,82,4,1,0,42
Good,80,188,71,36,100,7,8,36,2,39,0,7,15,32,1,1,0,25
Good,76,188,71,47,98,6,6,49,6,10,2,1,2,45,15,2,0,53
Bad,87,301,92,19,100,7,8,19,1,21,3,1,8,32,2,1,0,33
Good,77,207,87,4,80,6,5,5,0,0,23,0,31,32,1,-8,0,50
Good,79,256,79,42,100,7,8,44,1,23,10,0,17,54,8,3,1,52
Good,84,140,60,23,100,7,8,23,1,26,0,0,4,88,3,2,0,45
Good,70,51,36,8,100,7,8,8,1,75,0,1,62,74,20,2,2,100
Bad,73,129,63,14,100,7,8,14,3,36,0,1,29,99,4,3,1,82
Bad,76,212,86,28,100,7,8,28,1,50,0,0,55,78,1,2,0,75
Bad,62,137,90,13,71,4,6,14,0,7,0,1,44,32,4,-8,3,67
Good,72,86,45,15,87,6,6,16,3,38,0,2,33,32,4,-8,0,67
Bad,60,86,46,16,94,6,6,16,4,63,0,1,76,92,4,5,1,90
Bad,59,291,128,27,90,2,3,31,2,23,1,1,42,59,2,3,1,67
Bad,78,159,79,39,100,7,8,40,1,48,0,1,23,84,6,4,1,83
Bad,64,45,19,10,100,7,8,11,3,18,0,1,77,93,6,2,2,100
Bad,72,172,62,14,93,4,6,15,1,60,0,2,24,61,4,4,1,89
Bad,61,288,100,36,97,4,6,37,5,51,0,3,65,76,6,11,2,95
Good,65,124,53,44,96,6,6,45,4,33,0,3,46,91,5,4,1,82
Bad,62,133,53,10,80,4,6,10,1,20,0,1,0,32,1,1,0,60
Good,71,208,83,25,85,6,6,26,0,35,0,1,10,65,3,2,1,45
