ExternalRiskEstimate,MSinceOldestTradeOpen,AverageMInFile,NumSatisfactoryTrades,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
80,57,39,6,100,7,8,11,1,0,-7,0,36,32,2,-8,0,40
85,315,120,19,100,7,8,19,1,21,10,0,2,57,4,2,0,40
72,195,90,22,100,7,8,22,0,14,8,0,48,32,9,-8,4,69
78,238,148,31,100,7,8,31,0,19,-7,0,65,70,15,1,6,94
73,189,68,32,91,4,6,33,3,52,0,0,19,32,3,1,0,50
73,152,60,21,100,7,8,22,1,64,0,3,61,68,4,3,1,78
85,216,66,20,100,7,8,20,2,45,2,1,4,75,3,2,1,45
63,70,35,5,83,6,2,7,2,67,0,9,15,81,1,2,2,100
76,308,135,10,92,5,2,13,0,31,0,0,1,32,1,-8,0,33
68,154,62,16,94,6,2,18,4,22,0,4,42,75,9,2,2,85
67,65,16,9,100,7,8,10,6,60,0,0,55,75,4,4,1,100
65,221,77,42,95,6,6,42,2,60,23,0,71,68,6,9,3,94
79,256,117,5,50,6,6,6,0,0,0,2,0,32,1,-8,0,33
74,229,72,26,92,6,6,28,2,27,-7,3,17,85,2,3,0,45
70,214,74,41,98,6,6,42,3,21,1,1,69,32,15,3,3,95
92,330,119,10,100,7,8,11,2,9,23,0,1,53,1,1,0,33
73,181,71,25,100,7,8,25,4,56,0,0,45,76,6,6,1,86
56,212,90,1,25,1,3,4,1,0,0,1,1,32,2,-8,0,50
62,183,45,9,82,0,5,11,0,27,-7,1,28,32,3,2,0,63
75,97,68,17,100,7,8,17,0,47,0,1,62,59,20,3,2,100
74,21,12,6,100,7,8,6,3,17,19,0,26,76,3,1,1,80
64,78,44,20,91,6,5,22,3,27,1,7,64,55,3,2,1,71
60,110,64,10,45,6,4,12,2,64,0,4,28,32,1,1,0,67
66,145,68,33,100,7,8,52,6,36,-7,0,91,75,9,7,6,100
75,281,91,19,95,6,6,12,0,16,-7,3,22,81,5,1,0,60
73,221,79,26,96,4,6,27,3,27,0,2,18,69,2,3,1,45
60,134,48,12,92,6,6,15,1,57,0,1,97,57,4,5,3,90
70,270,70,26,100,7,8,27,2,15,0,0,57,41,3,3,3,55
85,140,81,12,92,6,6,13,0,38,12,0,1,93,1,2,0,50
56,166,55,28,78,4,2,32,3,28,1,1,43,85,13,4,4,81
83,327,76,32,100,7,8,26,2,18,2,1,14,83,1,2,0,50
69,231,77,22,100,7,8,70,3,14,1,5,97,32,8,-8,7,100
62,396,195,4,75,6,6,4,1,0,0,1,96,32,2,-8,1,100
66,267,53,20,92,6,6,24,3,21,0,0,50,52,5,3,4,57
55,85,59,6,33,0,2,9,0,44,19,0,29,32,2,1,0,75
84,212,82,13,87,6,6,15,1,47,10,0,5,32,1,1,0,67
65,167,37,11,93,6,3,14,7,21,0,3,23,91,8,2,0,85
76,94,36,8,100,7,8,9,3,56,0,1,35,96,1,2,0,60
69,300,95,27,90,4,3,31,0,39,0,1,41,67,3,3,1,75
56,120,54,31,97,4,6,36,2,54,-7,1,65,67,7,4,2,69
70,166,86,19,95,6,6,20,1,40,0,0,59,79,5,3,1,73
54,162,87,24,85,4,5,26,1,31,0,2,65,70,9,3,3,80
85,293,94,40,100,7,8,42,3,14,0,0,4,32,4,-8,0,25
62,137,68,9,78,6,6,9,0,33,19,0,12,43,1,2,0,75
69,155,81,8,75,4,6,8,0,75,0,1,0,58,0,2,2,67
81,174,101,8,100,7,8,9,0,78,1,2,39,32,1,1,0,100
74,208,76,14,94,6,6,16,1,63,0,3,63,91,5,1,0,86
82,153,85,12,87,6,6,15,2,67,23,0,1,73,1,5,0,86
87,260,69,10,100,7,8,12,0,33,19,0,25,48,3,3,0,100
63,229,111,42,87,4,5,48,2,30,-7,2,42,37,9,2,5,50
72,391,95,15,87,6,6,15,0,27,23,0,30,72,8,2,1,91
77,264,78,35,100,7,8,35,7,6,0,2,11,32,6,2,2,47
92,262,161,10,100,7,8,33,1,10,23,0,0,32,1,-8,0,25
82,186,62,23,100,7,8,23,3,30,3,3,24,41,6,2,0,67
58,38,19,13,93,6,4,14,5,64,0,1,82,91,2,5,1,100
71,22,156,10,91,6,2,7,0,36,-7,0,0,32,2,1,2,75
89,225,81,11,100,7,8,12,2,73,1,3,6,91,1,3,0,80
69,151,84,14,93,1,3,15,0,40,23,1,1,21,1,2,0,75
58,280,97,33,88,4,6,34,5,21,0,1,47,75,7,4,2,79
72,255,12,5,100,7,8,25,4,60,0,3,4,85,1,2,0,75
72,242,68,15,87,4,6,16,1,73,7,0,0,8,0,2,0,50
85,320,81,27,100,7,8,32,2,47,8,0,4,32,1,3,0,36
89,245,215,2,100,7,8,37,0,0,22,0,3,32,1,-8,0,50
76,188,71,47,98,6,6,49,6,10,2,1,2,45,15,2,0,53
66,139,80,7,100,7,8,8,1,25,0,0,86,32,2,1,2,100
79,543,65,15,100,7,8,18,6,29,10,0,46,97,6,2,0,73
73,167,50,28,100,7,8,17,5,34,0,1,21,93,2,7,1,47
84,283,110,13,100,7,8,13,0,15,0,1,28,32,2,1,0,80
69,55,33,11,91,6,6,11,0,55,0,0,18,32,4,1,2,83
68,373,105,33,91,4,6,34,2,50,21,0,36,70,3,3,1,55
77,150,55,25,100,7,8,26,2,19,0,7,11,84,2,1,0,30
76,174,77,45,98,6,7,48,0,40,0,6,19,83,2,3,1,38
81,201,92,30,100,7,8,32,0,50,-7,0,21,84,3,3,0,86
65,502,71,78,99,6,6,100,19,15,0,6,10,90,10,3,1,38
88,384,224,11,100,7,8,11,0,9,0,0,15,32,5,-8,0,56
73,271,148,8,88,6,6,8,0,38,0,0,0,32,1,2,0,75
76,14,10,2,100,7,8,3,1,67,0,0,31,88,1,2,0,100
68,328,115,36,100,7,8,36,0,36,11,0,69,48,8,7,5,83
61,425,103,13,79,0,3,20,0,58,0,0,78,66,4,1,1,100
69,214,101,16,95,4,6,19,1,32,0,2,53,58,4,3,1,78
82,566,85,49,100,7,8,49,2,20,0,0,17,32,3,2,0,50
89,256,100,19,100,7,8,27,2,47,-7,1,0,73,0,4,0,57
65,317,132,12,80,3,2,15,4,20,0,9,43,90,7,2,2,100
61,149,62,21,77,4,5,22,2,45,0,0,49,95,3,3,1,55
80,202,85,25,100,7,8,43,0,32,0,2,3,6,2,4,0,86
69,362,125,16,82,6,6,17,1,47,0,2,63,32,4,1,3,71
79,149,62,12,100,7,8,32,4,20,1,3,21,32,1,1,0,25
61,75,36,26,92,6,6,9,1,35,-7,0,54,22,9,5,3,83
75,244,91,24,100,7,8,24,2,38,0,2,57,32,6,1,2,78
59,208,62,27,82,4,6,28,3,43,0,1,47,90,8,3,4,100
82,258,118,22,91,6,5,23,2,43,-7,0,39,66,2,2,0,57
71,151,69,33,100,7,8,8,1,26,1,2,53,101,4,7,1,79
73,121,57,20,100,7,8,21,1,50,0,0,6,54,2,4,0,86
83,221,76,33,100,7,8,35,3,21,4,1,7,61,3,3,0,29
72,387,107,24,96,6,2,26,1,20,0,2,38,32,6,1,2,50
74,183,48,11,100,7,8,12,2,25,-7,2,58,31,3,2,1,83
77,221,93,46,100,7,8,51,0,36,17,0,41,32,8,1,2,75
84,307,149,29,100,7,8,46,2,20,6,0,3,100,5,2,1,42
75,90,40,20,95,6,6,20,5,15,0,0,26,96,10,2,0,75
75,326,61,19,100,7,8,19,4,5,0,1,20,32,6,1,1,100
82,191,77,31,90,6,6,31,1,16,0,1,7,82,4,1,0,42
81,147,90,9,90,6,5,10,1,10,1,2,0,32,2,-8,0,29
62,199,65,18,85,6,6,20,3,40,-7,5,58,82,4,3,1,88
59,374,117,65,99,4,6,67,5,46,-7,0,42,50,12,7,4,69
71,131,61,35,100,7,8,37,5,50,-7,5,43,94,6,2,1,89
90,244,96,31,100,7,8,31,1,42,0,3,2,32,1,1,0,20
73,311,108,19,95,4,6,19,2,42,0,3,23,32,4,3,1,54
82,589,213,6,100,7,8,6,2,17,0,1,30,32,3,-8,1,60
62,59,33,10,100,7,8,10,0,50,0,0,100,99,5,3,3,100
85,241,120,36,100,7,8,36,1,39,2,1,1,20,3,4,0,50
69,306,48,21,91,6,6,37,1,27,-7,1,38,77,5,3,2,50
77,207,87,4,80,6,5,5,0,0,23,0,31,32,1,-8,0,50
50,204,91,23,82,3,5,28,2,32,0,6,32,32,5,-8,0,67
61,166,49,29,100,7,8,29,4,31,0,1,56,68,7,4,3,73
84,74,59,3,100,7,8,3,0,33,23,0,16,88,1,1,0,67
73,70,31,20,100,7,8,21,4,10,0,5,45,97,4,2,0,55
88,227,91,13,100,7,8,13,1,15,4,1,1,32,1,-8,0,25
68,261,104,25,96,6,6,25,0,24,0,1,78,20,7,3,4,83
82,222,84,15,94,6,5,17,1,47,3,1,25,32,1,1,0,67
70,83,40,26,80,4,4,30,3,33,-7,0,3,89,2,4,0,58
61,173,96,16,79,4,5,19,2,21,0,0,31,47,6,2,1,80
54,209,97,19,56,6,2,27,0,7,0,0,14,32,4,1,0,33
76,65,114,21,100,6,8,3,3,24,10,0,20,74,3,1,1,50
91,183,113,15,100,7,8,0,0,20,1,1,3,14,1,1,0,29
60,313,78,27,76,4,3,33,4,36,0,5,42,30,6,2,1,73
64,145,81,28,97,4,6,30,0,61,10,0,60,75,2,4,1,75
73,153,15,7,100,7,8,14,3,29,2,2,11,98,3,1,0,80
72,189,70,19,100,7,8,22,2,41,-7,3,92,32,6,1,4,78
75,247,80,28,87,6,6,46,2,23,-7,2,8,97,4,2,1,40
73,138,80,39,100,7,8,12,5,28,0,3,28,91,6,5,2,69
80,161,48,10,90,6,6,10,3,50,3,1,8,74,2,2,0,67
67,169,43,37,100,7,8,28,2,16,0,3,68,77,7,1,6,82
70,259,81,23,91,6,6,22,1,35,0,2,38,39,11,2,3,81
73,162,88,39,95,6,6,14,4,24,6,0,28,32,9,2,1,61
62,233,79,6,86,6,5,9,1,57,0,0,63,71,2,3,2,83
79,247,101,18,90,6,3,20,2,20,9,0,28,26,4,2,0,100
70,253,131,23,100,0,8,23,0,35,23,0,3,48,3,3,0,55
87,230,83,22,100,7,8,23,2,22,-7,0,1,50,1,2,0,42
62,141,67,28,97,6,5,30,3,43,0,0,84,89,4,4,2,89
71,60,29,12,92,6,6,12,2,75,0,2,0,59,0,2,2,75
56,82,37,29,93,6,6,30,3,57,0,1,43,85,5,3,2,73
66,389,114,19,78,6,5,23,0,35,0,6,62,32,3,2,2,63
67,294,100,37,100,7,8,40,3,30,1,6,54,54,7,6,4,87
64,220,86,42,98,0,6,45,2,9,0,2,51,32,8,1,5,39
64,144,63,18,85,5,3,21,3,50,0,6,60,80,2,5,1,78
71,285,84,25,93,6,5,27,1,33,0,7,30,38,2,4,1,78
68,27,15,12,100,7,8,13,5,31,0,6,14,72,3,3,0,67
73,102,41,22,100,7,8,23,2,35,0,0,21,46,4,4,1,62
86,143,55,12,100,7,8,13,2,23,0,1,8,32,4,1,0,56
72,183,76,31,100,7,8,33,3,27,-7,1,22,41,5,3,1,53
69,242,100,30,88,6,6,32,1,50,0,3,47,56,4,4,2,100
75,163,79,44,98,7,6,46,2,35,0,0,24,96,4,3,0,47
65,111,63,23,92,6,2,25,0,64,0,4,72,114,1,8,0,90
72,221,76,13,100,7,8,13,4,54,0,3,75,96,5,4,2,100
64,330,112,8,67,4,5,9,1,33,0,0,84,89,4,2,2,75
76,154,104,26,100,7,8,17,0,31,2,2,25,77,2,2,1,83
72,169,60,21,96,6,3,23,1,52,0,4,66,82,4,3,1,78
69,215,69,24,96,6,2,28,1,21,0,1,38,72,1,2,1,50
82,205,93,42,98,6,6,40,1,16,1,1,1,32,4,2,0,35
84,314,115,13,93,6,3,14,2,14,0,1,3,94,1,2,0,33
65,256,190,23,85,4,4,27,0,52,5,0,75,27,4,3,1,88
90,200,97,16,100,7,8,17,2,41,0,1,2,5,2,3,0,71
69,379,105,15,84,4,6,19,3,74,0,2,31,100,1,2,1,60
80,74,39,7,100,7,8,7,0,71,0,3,1,84,1,4,0,83
75,356,101,32,97,6,6,34,1,18,0,3,34,32,11,1,2,60
64,200,68,41,88,4,6,42,4,24,-7,0,11,66,3,4,1,47
73,354,86,26,100,7,8,26,3,38,0,1,49,82,4,3,2,70
80,122,65,19,100,7,8,19,2,42,2,1,18,73,2,3,0,83
58,324,132,38,80,2,4,23,0,31,-7,2,67,23,8,3,5,57
80,182,44,18,95,6,2,19,4,32,5,0,6,80,2,3,0,56
72,15,9,2,100,7,8,2,1,50,0,10,26,87,1,1,0,100
65,109,54,35,97,4,6,34,2,42,-7,2,6,74,2,2,1,44
63,183,86,13,93,6,6,14,0,21,-7,2,83,40,6,1,2,88
77,258,103,26,100,7,8,27,1,33,8,0,31,89,7,3,1,83
82,162,58,20,100,7,8,22,1,55,7,0,22,82,3,3,0,67
84,391,84,27,100,7,8,22,0,22,3,1,11,32,4,-8,0,33
84,165,72,48,100,7,8,51,6,45,-7,1,9,100,4,4,0,53
64,56,35,2,100,0,8,4,0,100,0,0,62,80,20,2,2,100
87,228,77,30,100,7,8,31,3,10,-7,4,6,100,7,1,0,38
74,225,71,26,100,7,8,32,6,50,-7,3,40,77,8,5,1,100
79,317,144,21,86,6,6,17,0,14,-7,2,19,32,5,-8,1,38
60,134,55,38,92,4,6,39,6,46,0,0,42,53,11,5,2,89
75,124,72,21,100,7,8,21,1,38,0,0,64,76,2,3,2,86
78,164,82,15,100,7,8,16,1,38,23,0,56,69,3,2,0,83
72,335,79,26,100,0,8,19,1,35,-7,1,26,68,4,2,1,50
72,228,69,15,100,7,8,16,2,38,0,2,63,70,5,2,2,78
92,250,139,7,100,7,8,4,0,0,-7,1,1,32,5,-8,0,83
84,196,84,18,100,7,8,4,1,47,23,0,0,89,1,3,0,67
91,288,122,16,100,7,8,34,0,31,23,0,2,32,1,1,0,29
73,337,110,6,67,6,5,9,2,67,0,1,62,82,20,3,2,100
56,145,45,23,92,2,4,24,6,17,0,0,13,32,10,2,2,75
66,240,87,19,95,3,5,22,0,43,3,2,30,33,4,3,1,89
60,139,71,23,72,6,4,29,2,38,0,0,89,69,11,2,2,81
80,214,74,17,100,7,8,28,1,35,0,1,31,83,3,2,1,56
56,365,129,55,80,4,5,59,4,58,0,1,66,35,11,5,6,77
83,190,102,32,97,6,6,33,0,19,2,1,2,20,2,3,0,42
74,107,59,22,96,6,2,23,1,17,3,1,23,26,2,2,1,44
59,166,102,4,33,3,2,9,0,33,13,0,110,32,1,1,2,100
89,379,257,3,100,7,8,3,0,33,-7,0,0,32,0,-8,2,0
86,307,131,14,100,7,8,15,0,0,0,0,10,32,2,-8,0,29
71,158,75,28,100,7,8,28,1,29,23,0,57,32,7,1,3,89
84,213,114,27,100,7,8,30,0,7,0,0,26,65,4,2,0,75
58,265,81,40,88,6,5,42,0,54,4,3,54,60,3,3,1,67
88,209,71,5,100,7,8,5,0,40,0,0,0,72,0,1,2,50
58,187,60,19,85,4,6,20,1,25,0,1,73,99,5,2,3,78
79,135,59,29,100,7,8,31,3,45,0,1,2,51,2,4,1,60
66,120,60,23,83,5,5,30,2,17,-7,2,44,70,4,2,0,67
67,269,65,22,79,4,6,24,1,33,-7,0,21,70,4,3,0,58
60,153,72,14,56,4,3,16,1,31,8,0,33,32,4,1,2,71
69,57,27,14,100,7,8,15,5,47,0,0,46,97,6,2,2,89
75,40,94,12,83,4,6,9,1,8,-7,2,3,32,2,-8,0,50
72,261,131,16,94,6,6,16,0,25,-7,0,11,32,1,1,0,29
76,131,67,15,81,3,5,16,0,19,-7,1,5,32,1,1,1,50
87,306,122,14,100,7,8,14,0,36,13,0,3,32,2,-8,0,67
73,187,77,24,100,7,8,24,1,50,10,0,48,87,4,3,2,100
62,183,32,5,83,3,5,0,2,50,1,3,37,75,3,1,1,100
72,198,50,10,91,6,2,11,1,18,2,3,47,32,3,1,0,100
91,247,128,14,100,7,8,6,0,0,-7,0,3,32,2,-8,0,25
89,137,75,14,100,7,8,14,0,0,23,0,3,32,3,-8,0,50
61,135,52,15,94,6,6,17,2,29,0,1,11,32,2,1,1,43
71,237,45,24,100,7,8,50,3,25,-7,3,32,73,5,4,1,53
84,211,60,22,100,7,8,24,2,29,0,2,15,32,3,2,1,36
72,192,75,13,88,3,5,18,1,56,3,2,0,32,0,2,0,40
70,182,94,25,96,6,6,25,0,24,0,1,33,6,3,2,1,36
74,167,67,18,89,6,6,21,4,26,6,0,12,22,5,3,0,73
62,90,49,17,100,7,8,19,3,11,1,4,97,32,9,1,4,100
77,168,72,21,100,7,8,21,0,29,2,1,29,76,2,1,1,50
77,200,82,26,100,7,8,26,1,38,14,0,40,82,4,3,1,78
65,129,64,30,78,4,6,32,3,34,0,1,17,99,2,10,0,67
64,160,170,8,70,6,2,11,0,0,-7,0,84,32,1,-8,1,100
89,172,87,22,100,7,8,49,0,23,18,0,14,32,2,2,0,40
79,162,94,17,100,7,8,17,1,29,0,0,28,32,3,1,1,57
78,219,92,17,100,7,8,20,2,50,0,4,79,54,1,3,1,67
55,117,49,16,95,4,6,20,0,15,0,2,42,32,6,1,3,58
69,280,66,19,96,4,6,23,4,52,0,3,32,76,6,4,0,77
75,111,79,6,83,6,6,7,0,14,0,5,59,32,2,-8,0,100
62,152,41,12,92,6,6,12,0,33,-7,0,82,32,4,1,3,100
71,247,72,49,100,6,7,74,3,66,-7,2,83,61,10,5,1,94
72,117,119,9,90,6,5,18,0,20,-7,0,24,32,5,1,0,100
61,208,96,24,74,6,2,27,3,63,-7,2,53,77,6,4,2,92
84,380,109,24,100,7,8,24,1,4,0,1,1,32,3,1,0,27
69,124,66,20,95,4,6,20,0,60,0,0,58,73,3,3,1,86
79,197,100,15,93,6,6,15,0,40,5,1,48,26,1,2,1,75
83,202,97,10,100,7,8,10,0,20,1,1,0,46,0,2,2,67
81,276,57,35,97,6,6,37,6,30,0,2,12,67,5,3,0,38
59,102,44,32,82,4,5,33,4,39,0,1,43,101,5,4,0,90
76,306,80,22,100,7,8,22,1,68,0,2,69,81,2,5,1,88
63,85,43,21,100,7,8,21,2,29,4,1,76,56,7,2,3,75
73,255,40,10,100,7,8,35,0,30,-7,3,62,73,3,2,2,83
65,118,49,24,96,6,6,25,6,40,0,2,28,84,4,4,1,62
67,374,77,49,89,6,5,56,13,48,0,0,53,96,9,6,0,83
66,239,91,32,88,6,2,34,2,27,-7,1,91,32,7,-8,3,58
77,88,40,12,92,6,6,12,4,42,-7,0,0,76,2,3,0,56
62,254,69,11,69,6,2,21,0,44,23,0,40,44,5,2,2,100
69,176,73,31,97,6,6,32,4,38,0,0,72,96,6,3,4,75
67,62,32,10,100,7,8,10,2,40,0,2,89,49,5,3,2,100
59,166,72,16,68,4,2,19,0,42,11,0,42,73,4,3,2,78
75,160,70,21,100,7,8,21,3,33,3,5,0,32,0,1,0,43
55,224,123,38,93,3,5,45,1,28,-7,3,33,22,4,3,0,54
67,153,44,22,100,7,8,24,5,33,0,3,26,20,11,2,1,87
69,175,56,17,90,4,5,20,3,55,1,1,16,92,3,8,0,73
80,161,82,9,100,6,7,10,0,70,6,0,62,32,0,1,2,50
55,142,53,21,75,4,5,24,3,42,0,1,96,41,4,3,2,78
62,116,46,18,95,6,6,22,2,23,0,1,62,73,4,2,2,70
75,325,101,23,96,6,6,24,1,63,6,0,47,70,4,4,0,89
57,66,36,19,95,5,6,19,2,63,0,1,92,61,5,3,2,100
66,203,109,8,60,4,6,10,0,10,23,0,34,32,3,1,1,100
72,141,66,10,83,6,6,12,2,25,0,1,49,94,2,1,1,33
83,177,60,18,100,7,8,25,4,37,0,2,6,74,3,3,1,64
86,192,128,17,100,7,8,17,0,41,-7,0,22,32,3,1,0,80
74,262,115,17,94,4,6,17,0,35,23,0,0,32,2,2,0,71
68,235,117,16,89,0,2,19,1,53,0,3,27,48,1,3,0,83
85,263,96,29,100,7,8,30,1,33,1,3,6,60,2,5,0,54
80,291,94,22,100,7,8,24,1,68,6,0,7,32,2,1,0,75
74,274,66,23,100,6,8,28,4,39,0,2,18,65,3,5,1,67
68,368,111,47,100,7,8,49,2,27,0,1,78,61,21,2,9,80
79,169,70,44,100,6,8,44,4,23,0,0,9,93,3,2,0,42
82,153,54,18,100,7,8,18,1,44,14,0,9,32,2,1,0,38
82,271,79,25,100,7,8,33,3,31,2,1,2,74,4,2,0,50
66,153,52,29,100,7,8,29,1,14,0,0,61,79,5,1,4,43
61,282,86,40,95,0,2,42,4,14,0,3,40,100,8,2,2,55
65,59,27,15,100,7,8,17,5,41,0,0,75,99,5,2,2,78
56,419,61,31,76,4,5,33,6,30,0,0,44,79,9,3,1,80
68,238,72,31,91,0,2,33,0,21,0,0,20,62,5,2,1,44
73,16,16,1,100,7,8,1,0,100,0,2,62,32,20,1,2,100
70,23,21,3,100,7,8,4,0,67,-7,0,95,78,1,1,2,100
70,321,67,13,82,6,4,17,1,53,0,4,50,80,3,5,0,90
69,33,15,13,100,7,8,14,8,21,1,5,24,76,5,3,0,67
62,145,54,29,76,6,2,38,6,73,-7,0,91,85,4,7,0,100
59,207,68,16,82,4,6,17,2,29,0,2,32,32,5,2,2,64
64,212,105,17,73,0,5,25,0,5,0,1,0,32,0,1,0,33
83,129,48,4,100,7,8,4,2,50,-7,1,30,32,1,1,0,100
70,144,70,34,100,7,8,35,3,51,2,6,61,51,5,5,1,83
65,128,29,3,100,7,8,20,3,50,-7,3,0,96,0,2,0,50
81,303,103,6,86,6,6,7,0,14,0,0,26,32,1,1,0,40
64,244,117,35,90,4,4,42,4,60,1,9,75,77,6,5,3,100
57,14,8,3,100,7,8,3,2,33,0,6,96,32,2,1,1,100
77,187,44,14,93,6,6,28,2,21,1,1,5,32,4,1,0,71
66,173,89,2,50,6,6,2,1,50,0,13,66,98,1,1,2,100
65,150,50,23,92,4,6,26,2,46,10,0,33,100,2,3,1,50
66,203,62,42,100,7,8,29,1,48,7,0,55,69,7,7,3,93
68,224,110,24,86,6,2,29,1,31,-7,5,5,73,2,2,2,71
60,281,73,35,78,4,6,40,4,28,0,8,16,86,10,4,2,68
83,287,77,24,96,6,6,24,2,21,0,1,2,73,2,2,0,25
62,166,42,5,67,6,5,6,2,17,0,1,50,32,3,1,1,80
69,150,76,19,95,6,6,21,0,33,1,1,34,32,1,1,1,67
77,85,56,14,100,7,8,15,0,27,0,0,21,32,5,1,1,75
90,451,154,11,100,7,8,12,0,33,16,0,3,9,1,3,0,50
61,178,91,18,89,3,5,22,0,20,-7,0,35,20,6,3,0,82
64,150,40,24,100,6,8,24,10,25,0,0,53,57,11,3,4,82
68,322,114,8,60,4,5,10,0,30,0,0,13,32,1,-8,0,100
82,129,65,19,100,7,8,20,0,30,1,2,12,80,2,2,0,67
79,133,60,38,100,7,8,37,2,8,1,4,12,32,3,-8,1,27
81,158,64,32,100,7,8,32,2,50,-7,2,14,32,2,-8,0,17
61,350,92,33,86,3,5,36,5,25,0,1,43,74,6,3,1,53
61,80,26,18,100,7,8,19,6,37,0,4,80,92,6,2,2,89
57,119,7,3,100,7,8,7,3,0,-7,8,84,32,3,-8,1,100
73,131,48,27,100,7,8,30,4,37,0,2,38,25,7,2,2,53
88,422,127,23,100,7,8,24,0,17,0,2,2,32,2,1,0,38
60,240,115,11,73,6,5,15,1,33,14,0,93,96,5,2,3,100
85,273,113,15,100,7,8,16,0,19,0,0,1,32,4,1,0,56
65,242,28,6,75,6,2,7,3,63,-7,2,23,87,1,3,0,100
76,353,92,40,95,6,6,42,2,29,4,1,33,45,2,2,0,80
73,475,139,47,96,6,6,49,1,27,7,1,74,54,4,3,2,73
64,199,70,32,91,4,2,34,3,53,11,0,54,100,1,3,1,57
79,198,83,14,100,7,8,17,0,29,-7,0,53,32,4,1,1,71
83,220,121,39,100,7,8,41,1,39,-7,1,17,32,6,1,0,47
65,183,101,19,90,4,6,21,3,43,15,0,59,32,4,1,3,50
71,206,71,26,92,6,6,26,3,42,0,3,43,35,5,4,2,64
82,336,106,23,100,7,8,23,1,22,0,2,2,56,2,2,0,31
55,164,51,3,67,2,4,6,2,17,0,1,87,32,3,1,2,100
69,137,58,18,95,5,7,20,3,70,-7,0,81,65,4,2,2,86
87,229,100,22,100,7,8,25,2,44,1,2,16,83,5,2,0,64
64,436,94,27,93,4,6,38,1,4,6,0,59,32,9,-8,5,56
83,140,75,27,100,7,8,29,4,52,0,3,12,100,2,3,0,71
74,165,68,28,97,6,6,30,4,33,0,1,58,86,4,4,1,67
86,192,88,43,100,7,8,11,7,37,0,8,5,32,1,4,0,42
88,312,109,17,100,7,8,17,2,53,0,2,5,32,2,2,0,67
70,195,81,31,100,6,8,35,2,32,0,1,46,89,8,2,2,63
63,271,107,27,79,6,2,31,2,48,-7,3,53,83,2,3,1,50
65,96,33,11,100,7,8,12,0,9,-7,0,85,32,6,1,3,100
78,244,69,16,88,6,4,17,1,41,0,0,1,79,1,3,0,40
78,225,114,31,100,7,8,33,0,30,-7,1,56,21,7,3,2,73
79,97,44,26,96,6,6,26,1,12,5,0,5,32,5,1,0,33
86,227,103,32,100,7,8,35,2,28,14,0,14,16,3,2,0,42
74,301,90,40,100,7,8,41,4,25,23,0,22,84,6,7,2,64
75,258,97,23,96,6,6,24,0,13,-7,0,31,32,4,-8,0,57
58,285,75,30,91,6,2,34,2,12,0,0,80,57,12,4,5,59
65,309,123,7,100,7,8,8,1,57,0,2,98,32,2,1,2,100
87,178,91,22,100,7,8,24,2,29,2,6,7,68,2,2,0,44
83,139,67,26,100,7,8,30,2,23,-7,1,9,13,2,2,0,45
78,475,113,27,97,6,6,30,1,50,3,2,42,32,4,3,1,64
74,462,58,15,100,7,8,45,6,17,0,2,18,32,6,-8,2,67
71,240,15,3,100,7,8,7,2,0,1,2,40,32,1,-8,0,33
72,11,11,1,100,7,8,1,1,0,0,2,14,32,1,-8,0,100
80,157,133,27,78,6,6,22,1,48,-7,0,6,64,6,3,0,82
70,259,47,21,100,7,8,21,5,19,2,2,55,32,1,3,1,80
71,82,87,20,100,7,8,3,3,33,1,2,64,100,4,2,3,60
65,378,86,25,100,6,8,27,4,44,23,0,59,95,6,2,2,62
73,183,54,10,92,4,6,19,0,15,-7,0,1,22,1,2,0,57
88,145,86,23,100,7,8,24,1,54,0,1,6,96,2,2,0,50
72,184,100,22,82,4,6,5,3,18,17,0,2,52,6,3,1,60
76,191,76,18,100,7,8,18,3,50,-7,1,67,66,5,4,1,90
79,192,84,31,94,4,6,32,1,50,-7,0,3,32,3,1,0,50
53,325,114,24,80,4,6,26,0,24,-7,1,82,79,9,4,6,82
67,159,88,14,87,6,2,16,0,20,-7,0,68,23,5,2,2,70
67,265,97,11,77,6,2,13,2,54,0,4,10,32,1,1,2,67
66,256,76,32,97,6,6,33,1,30,0,0,34,60,6,3,3,45
70,235,95,14,93,6,2,15,0,33,7,0,0,32,0,2,0,40
68,89,52,10,73,4,5,11,0,82,7,0,0,71,0,4,0,67
85,319,91,15,100,7,8,17,2,24,0,5,3,32,2,1,0,50
85,147,75,36,97,6,6,42,1,22,0,1,0,32,1,1,0,17
89,209,96,22,100,7,8,26,3,38,5,1,18,59,2,3,0,71
76,375,219,4,50,4,6,6,0,17,0,3,22,32,2,-8,0,67
77,198,63,20,100,7,8,20,2,45,14,0,35,74,5,4,1,91
72,213,68,6,88,1,2,8,1,50,0,2,0,83,0,2,0,40
84,126,66,49,100,7,8,49,1,57,0,0,0,82,1,4,0,56
64,139,109,3,80,3,5,5,0,60,0,2,62,32,20,1,2,100
69,301,178,5,56,4,5,9,0,44,23,0,75,40,2,2,1,80
